point_id,lon,lat,ndvi_2025,mapped_class,terrace_status,reference_class,notes
1,74.81398756544824,33.883149959826376,0.12567585706710815,bare_earth,intact,,
2,74.86339490607482,33.90830278778172,0.08490584045648575,bare_earth,intact,,
3,74.9864640999992,34.00990224641564,0.3355589807033539,vegetated,intact,,
4,74.97245038156693,33.97495778186339,0.2572368085384369,vegetated,intact,,
5,74.83482848003982,33.917914761321796,0.4660964608192444,vegetated,intact,,
6,74.78649911775419,34.0915591057421,0.030105777084827423,bare_earth,likely_degraded,,
7,74.85764568825645,33.953937204214995,0.1293521523475647,bare_earth,likely_degraded,,
8,74.78092956299265,33.887372041661735,0.24093157052993774,vegetated,intact,,
9,74.85620838380187,33.957710128408294,0.08028311282396317,bare_earth,likely_degraded,,
10,74.98448780637413,33.88728221013332,0.32083722949028015,vegetated,intact,,
11,74.98340982803319,33.888360188474266,0.32946810126304626,vegetated,intact,,
12,74.84345230676738,33.94504388290221,0.09490373730659485,bare_earth,likely_degraded,,
13,74.95385525518566,33.96831024876091,0.015517912805080414,bare_earth,likely_degraded,,
14,74.80751969540259,34.080509827747434,0.031639501452445984,bare_earth,likely_degraded,,
15,74.76332258342391,33.99094779392072,0.07367641478776932,bare_earth,intact,,
16,74.79961452090234,34.13593588077761,0.024305984377861023,bare_earth,likely_degraded,,
17,74.79736873269204,33.92492162053793,0.4097440838813782,vegetated,intact,,
18,74.80419592885134,34.09676933439,0.029750099405646324,bare_earth,intact,,
19,74.80428576037976,34.09569135604905,0.00975039042532444,bare_earth,intact,,
20,74.75936999617379,33.99436139200037,0.15575213730335236,vegetated,intact,,
21,74.85944231882469,33.95645248701053,0.09585652500391006,bare_earth,likely_degraded,,
22,74.80707053776052,33.99687667479591,0.3409338593482971,vegetated,intact,,
23,74.80769935845942,34.09048112740116,0.12294542789459229,bare_earth,intact,,
24,74.81075363042542,33.88306012829796,0.40508636832237244,vegetated,intact,,
25,74.81183160876635,33.92671825110617,0.36890697479248047,vegetated,intact,,
26,74.83806241506265,33.8810838346729,0.33973047137260437,vegetated,intact,,
27,74.77886343783918,33.913602847958025,0.35336583852767944,vegetated,intact,,
28,74.86959328153524,33.91081807057726,0.38277667760849,vegetated,intact,,
29,74.80150098299899,33.99804448466526,0.11665479093790054,bare_earth,intact,,
30,74.91927011674706,34.01268702379641,0.08377349376678467,bare_earth,likely_degraded,,
31,74.95502306505502,33.96848991181773,-0.04620635509490967,bare_earth,likely_degraded,,
32,75.02877474988122,33.86985489362141,0.1326027661561966,bare_earth,intact,,
33,74.91235308905934,34.03227029699021,0.13728705048561096,bare_earth,likely_degraded,,
34,75.11330621811688,33.92689791416299,0.010206206701695919,bare_earth,likely_degraded,,
35,74.79395513461239,33.99427156047196,0.09535250812768936,bare_earth,intact,,
36,74.80248912981152,34.13144430435701,0.39388519525527954,vegetated,likely_degraded,,
37,75.11483335409987,33.92537077817999,-0.013180128298699856,bare_earth,likely_degraded,,
38,74.85001000834144,33.935791235475776,0.08868501335382462,bare_earth,likely_degraded,,
39,74.94217715649211,34.017537926330654,0.12525761127471924,bare_earth,intact,,
40,75.11465369104305,33.92689791416299,0.017813483253121376,bare_earth,likely_degraded,,
41,74.94999249946395,33.98951048946613,0.29605650901794434,vegetated,intact,,
42,74.96059261981655,34.00406319706886,0.23990128934383392,vegetated,intact,,
43,74.9993100085621,33.85440387073455,0.3986486494541168,vegetated,intact,,
44,74.80446542343658,34.081677637616785,-0.0010020040208473802,bare_earth,intact,,
